Activity Period,Activity Period Start Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Aircraft Version,Landing Count,Total Landed Weight,data_as_of,data_loaded_at
201606,01/06/2016,Jazz Aviation,QK,Air Canada,AC,International,Canada,Passenger,Regional Jet,Bombardier,CRJ9,-,13,955500,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,240,34127520,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,231,39620658,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B744,-,29,18270000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B772,-,1,470000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B773,-,2,1108000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B789,-,7,2975000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,B742,-,1,630000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,B744,-,4,2608000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B748,-,29,22127000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B748,-,30,20460000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B772,-,1,575000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A346,-,30,17129910,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A388,-,30,25906508,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,B748,-,26,19838000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A343,-,18,7539804,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,B773,-,25,13850000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B744,-,26,16492000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Redding Aero Enterprises,bxr,Redding Aero Enterprises,bxr,Domestic,US,Freighter,Turbo Prop,Cessna,C208,-,9,76500,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A343,-,30,12698610,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,B773,-,60,33240000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ2,-,1562,73414000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ2,-,38,1786000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ7,-,23,1541000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ7,-,391,26197000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ7,-,46,3082000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ9,-,12,901200,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,-,3,224871,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,E170,-,1120,83952061,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,E170,-,41,3073237,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B733,-,423,48222000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,734,93952000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,162,23328000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,7,904400,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,72,10530000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Airbus,A343,-,30,12698640,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A319,-,2,275578,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A320,-,40,5820200,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A321,-,2,343040,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Passenger,Wide Body,Boeing,B773,-,30,16620000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,378,52083864,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,-,46,6338248,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,-,43,5924884,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,1003,142624594,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,-,62,8816276,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,53,7536494,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,3,387600,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,597,87341100,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B738,-,27,3950100,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,10,1463000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,430,62909000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B738,-,1,146300,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,14,2048200,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,1167,183249100,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B739,-,9,1415700,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B739,-,65,10224500,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B744,-,5,3150000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B744,-,149,93870000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B744,-,86,54180000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B752,-,499,98802000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B753,-,371,83104000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B763,-,2,640000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B764,-,5,1750000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B772,-,149,66860000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B772,-,2,920000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B772,-,58,26680000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Middle East,Passenger,Wide Body,Boeing,B772,-,9,4230000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B772,-,25,11750000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B788,-,31,11780000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B788,-,56,21280000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B789,-,24,10200000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B789,-,93,39525000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,-,30,12750000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,United Airlines,UA,United Airlines,UA,International,Middle East,Passenger,Wide Body,Boeing,B789,-,3,1275000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,124,17085712,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,1635,233585040,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,46,6570871,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A346,-,30,17129910,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B789,-,26,11050000,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,WOW Air,WW,WOW Air,WW,International,Europe,Passenger,Wide Body,Airbus,A333,-,15,6117825,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,WOW Air,WW,WOW Air,WW,International,Europe,Passenger,Wide Body,Airbus,A343,-,1,418880,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,WestJet,WS,WestJet,WS,International,Canada,Passenger,Narrow Body,Boeing,B737,-,27,3488400,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,WestJet,WS,WestJet,WS,International,Canada,Passenger,Narrow Body,Boeing,B738,-,33,4827900,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,XL Airways France,SE,XL Airways France,SE,International,Europe,Passenger,Wide Body,Airbus,A332,-,8,3174656,20/09/2025 13:01,22/09/2025 15:11
201606,01/06/2016,XL Airways France,SE,XL Airways France,SE,International,Europe,Passenger,Wide Body,Airbus,A333,-,1,407855,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Passenger,Wide Body,Airbus,A332,-,31,12337064,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B737,-,10,1280000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,92,13415900,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Air Berlin,AB,Air Berlin,AB,International,Europe,Passenger,Wide Body,Airbus,A332,-,22,8827302,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,-,62,8320400,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,-,253,36005857,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,-,33,5659500,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B763,-,38,12160000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B748,-,31,21142000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A388,-,31,26380504,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,-,9,4140936,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,-,1,460104,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B773,-,21,11634000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B772,-,14,6888000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B772,-,4,1880000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,-,27,14958000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A332,-,8,3174656,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A333,-,1,407855,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B734,-,2,242000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B734,-,1,121000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,110,14212000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B737,-,14,1808800,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,149,21456000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,13,1872000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,219,33436700,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B739,-,39,5914700,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Passenger,Wide Body,Boeing,B773,-,31,17174000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,37,5095256,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,68,9669464,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,771,132226500,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,573,82512000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B752,-,1,198000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B763,-,31,9610000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B763,-,1,310000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,B744,-,13,8532000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,B772,-,31,14260000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B744,-,1,666000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B762,-,42,11424000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Airbus,A388,-,31,26722217,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B772,-,26,11960000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B773,-,5,2770000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B738,-,31,4535300,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B773,-,74,40996000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,B744,-,19,12654000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,B773,-,31,17174000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A332,-,13,5158816,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Boeing,B773,-,18,9972000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,B788,-,31,11780000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E170,-,216,16238448,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,E170,-,196,14660372,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,1,134482,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,91,12940018,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B712,-,386,42460000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,4,585200,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,253,39796900,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B752,-,359,71082000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B753,-,68,15232000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B763,-,216,66020000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,B744,-,4,2586000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B773,-,62,34348000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Emirates,EK,Emirates,EK,International,Asia,Passenger,Wide Body,Airbus,A388,-,31,26722217,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Etihad Airways,EY,Etihad Airways,EY,International,Asia,Passenger,Wide Body,Boeing,B772,-,31,15252000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC10,-,26,10131500,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,MD11,-,16,7704000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,49,6589618,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,74,10136860,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,1,142198,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,124,17751604,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A332,-,62,24876942,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B773,-,31,17174000,20/09/2025 13:01,22/09/2025 15:11
201607,01/07/2016,Jazz Aviation,QK,Air Canada,AC,International,Canada,Passenger,Regional Jet,Bombardier,CRJ9,-,31,2278500,20/09/2025 13:01,22/09/2025 15:11
