Activity Period,Activity Period Start Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Aircraft Version,Landing Count,Total Landed Weight,data_as_of,data_loaded_at
199907,01/07/1999,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Narrow Body,Boeing,727,200,4,618000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Narrow Body,Boeing,757,,78,15444000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Wide Body,Lockheed,L1011,0,71,25418000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Passenger,Wide Body,Lockheed,L1011,100,1,368000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Passenger,Wide Body,Boeing,767,0,9,2879955,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Aeroflot Russian International Airlines,,Aeroflot Russian International Airlines,,International,Europe,Passenger,Wide Body,Ilyushin,IL-96,,4,1543220,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,767,209,4,1088000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,767,233,26,7140000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,767,333,1,320000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,12,1610400,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,151,21442000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,747,400,19,11969867,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Air Europe,PE,Air Europe,PE,International,Europe,Passenger,Wide Body,Boeing,767,300,1,293200,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,747,200,31,19525505,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,400,241,29161000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Passenger,Narrow Body,Boeing,737,400,91,11011000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,McDonnell Douglas,MD-80,93,67,8710000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,333,43290000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Freighter,Wide Body,Boeing,747,0,2,1260000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Alitalia Airlines,AZ,Alitalia Airlines,AZ,International,Europe,Passenger,Wide Body,Boeing,747,300,31,9920000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Passenger,Wide Body,Boeing,747,400,21,12264000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,W,184,36432000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,,13,2574000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,200ER,115,31970000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,126,39060000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,,82,22140000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,0,32,11129600,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,30,1,403000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,SP,377,49010000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Combi,Wide Body,Boeing,747,400,18,11340000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,400,16,10656000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,"Atlas Air, Inc. (inactive)",,"Atlas Air, Inc. (inactive)",,International,Asia,Freighter,Wide Body,Boeing,747,200,5,3150000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,400,62,39060000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Canadian Airlines,CP,Canadian Airlines,CP,International,Canada,Passenger,Narrow Body,Boeing,737,0,54,5670000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Canadian Airlines,CP,Canadian Airlines,CP,International,Canada,Passenger,Narrow Body,Boeing,737,,8,856000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Capital Cargo International Airlines,PT,Capital Cargo International Airlines,PT,Domestic,US,Freighter,Narrow Body,Boeing,727,200,6,966000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Cargolux Airlines,CV,Cargolux Airlines,CV,International,Europe,Freighter,Wide Body,Boeing,747,400,14,9324000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Airbus,A340,300,31,12958000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Champion Air,MG,Champion Air,MG,Domestic,US,Passenger,Narrow Body,Boeing,727,200,9,1440000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,0,2,1332000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,0,2,1260000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,200,4,2520000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,200,2,1260000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,230,1,630000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,243,2,1260000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,400,31,19530000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,"China Eastern Airlines, Inc",,"China Eastern Airlines, Inc",,International,Asia,Passenger,Wide Body,McDonnell Douglas,MD-11,0,8,3519968,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,DHL Express (USA),,DHL Express (USA),,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-8,73,23,6325000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,727,232,124,19158000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,200,2,214000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,800,31,4464000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,,354,70092000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,200,44,11880000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,51,15045000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,73,23360000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Lockheed,L1011,100,63,22554000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Lockheed,L1011,250,4,1472000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Lockheed,L1011,500,29,10672000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,747,400,45,28349685,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,McDonnell Douglas,MD-11,0,10,4714960,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,"Emery Worldwide Airlines, Inc.",,"Emery Worldwide Airlines, Inc.",,Domestic,US,Freighter,Narrow Body,Boeing,727,100,48,6840000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Evergreen International Airlines,EZ,Evergreen International Airlines,EZ,Domestic,US,Freighter,Wide Body,Boeing,747,100,7,4095000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Evergreen International Airlines,EZ,Evergreen International Airlines,EZ,Domestic,US,Freighter,Wide Body,Boeing,747,200,5,3150000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Express One International,EO,Express One International,EO,Domestic,US,Freighter,Narrow Body,Boeing,727,200,11,1760000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Narrow Body,Boeing,727,100,1,142500,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A300,,33,10185450,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,MD-11,,30,14445000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Finnair,AY,Finnair,AY,International,Europe,Passenger,Wide Body,McDonnell Douglas,MD-11,10,14,6411916,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Boeing,737,200,52,5460000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Boeing,737,300,62,7068000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,0,32,11632000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Freighter,Wide Body,Boeing,747,200,31,19530000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,747,300,6,3444000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,747,400,48,30240000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,McDonnell Douglas,MD-11,10,31,13641178,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Wide Body,Boeing,747,100,3,1755000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Wide Body,Boeing,747,200,4,2520000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-8,61,2,480000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-8,61F,3,756000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-8,63,16,4272000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Narrow Body,McDonnell Douglas,DC-9,56,43,3513100,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Freighter,Wide Body,Lockheed,L1011,0,26,9568000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,0,8,5040000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,747,300,15,9450000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,747,400,16,10080000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,,4,2608000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,McDonnell Douglas,MD-11,0,11,5186500,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Boeing,747,230,5,3150375,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Boeing,747,400,62,39059442,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Martinair Holland,MP,Martinair Holland,MP,International,Europe,Freighter,Wide Body,McDonnell Douglas,MD-11,10,4,1924000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Boeing,727,200,1,154498,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Boeing,757,,29,5742000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A320,,88,12513336,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Miami Air International,GL,Miami Air International,GL,Domestic,US,Passenger,Narrow Body,Boeing,727,200,1,121000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Miami Air International,GL,Miami Air International,GL,International,Canada,Passenger,Narrow Body,Boeing,727,200,3,354000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-88,,30,4185000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,National Airlines,N7,National Airlines,N7,Domestic,US,Passenger,Narrow Body,Boeing,757,200,61,12078000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,200,59,37170000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Boeing,727,200,31,12741000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Freighter,Wide Body,Boeing,747,0,9,5670000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Passenger,Wide Body,Boeing,747,100,3,1755000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Freighter,Wide Body,Boeing,747,200,21,12810000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Passenger,Wide Body,Boeing,747,200,30,18900000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Boeing,757,,151,29898000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Narrow Body,Airbus,A320,,228,32421600,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,30,11,4433000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,40,108,43524000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Odyssey Transport,,Odyssey Transport,,Domestic,US,Freighter,Turbo Prop,Swearingen,SA-227,0,44,616000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,400,24,15119832,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A300,,7,2926000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Reno Air,QQ,Reno Air,QQ,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,184,23920000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Reno Air,QQ,Reno Air,QQ,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-87,0,73,9344000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Reno Air,QQ,Reno Air,QQ,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,0,97,13774000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Passenger,Narrow Body,Airbus,A320,,47,6674000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Ryan International Airlines,RD,Ryan International Airlines,RD,Domestic,US,Passenger,Wide Body,McDonnell Douglas,DC-10,10,45,16357500,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Ryan International Airlines,RD,Ryan International Airlines,RD,International,Europe,Passenger,Wide Body,McDonnell Douglas,DC-10,10,13,4725500,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,747,0,31,19530000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Freighter,Wide Body,Boeing,747,400,15,9987000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Airbus,A340,300,22,9196000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,500,59,2773000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,ERJ,120,2549,65764200,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Sobelair Airlines,,Sobelair Airlines,,International,Europe,Passenger,Wide Body,Boeing,767,300,3,879600,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,200,21,2163000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,300,293,33402000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,500,49,5390000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,700,55,7040000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Sports Jet,,Sports Jet,,Domestic,US,Passenger,Narrow Body,Boeing,737,400,1,124000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Star Air,S6,Star Air,S6,Domestic,US,Passenger,Narrow Body,Boeing,727,200,4,618000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,727,0,31,4991000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Swissair,SR,Swissair,SR,International,Europe,Passenger,Wide Body,McDonnell Douglas,MD-11,0,22,9675974,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A320,,31,4402000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,TWA,TW,TWA,TW,Domestic,US,Passenger,Narrow Body,Boeing,727,231,1,150000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,TWA,TW,TWA,TW,Domestic,US,Passenger,Narrow Body,Boeing,757,,138,27324000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,TWA,TW,TWA,TW,Domestic,US,Passenger,Wide Body,Boeing,767,0,31,8370000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,TWA,TW,TWA,TW,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,DC-9,80,81,10530000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Tower Air,FF,Tower Air,FF,Domestic,US,Passenger,Wide Body,Boeing,747,100,28,16380000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Trans States Airlines,AX,US Airways,US,Domestic,US,Passenger,Turbo Prop,BAE-Avro,JETSTREAM,32,407,6352863,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,737,100,1,99000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,737,200,78,8266000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,737,300,138,15747600,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,757,,356,70488000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,,2,274000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,,118,16779600,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,Union Flights,,Union Flights,,Domestic,US,Freighter,Turbo Prop,Cessna,208,B,21,163800,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,727,200,22,3399000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,500,3,330000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,700,114,14592000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,800,35,5040000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,,7,798000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,200,272,53856000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,0,3,384000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,,60,7800000,20/09/2025 13:01,22/09/2025 15:11
199907,01/07/1999,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,727,200,221,34144500,20/09/2025 13:01,22/09/2025 15:11
